,ProfileName,Score,Text
471465,"D. Michael Sanford ""Book Monger""",1,"I purchased six boxes of Heritage Flakes and I really like the flavor. I opened the fifth box and tried to eat the cereal and noticed there was a chemical taste much like biting into a medicinal pill inadvertently. I sent a message to the Nature's Path people concerning the contamination and have yet to hear back. Being that this product is a ""natural"" product, there should be NO POSSIBILITY FOR CHEMICAL contamination in the processing of this product. This is perhaps the first time in my life that I have ever returned a product for any type of contamination. I believe it says volumes about the essential BS that natural products are perceived as safer than regular products."
78178,my3buicks,1,"This plant is a regular spider plant, no questions asked - it is not in any way shape of form the same type plant that is pictured.<br /><br />The condition of the plant was poor upon arrival, leaves were bent and crushed and to try to get it out of the packaging just worsened the condition.<br /><br />SO:  I got bit by a spider ! ! !"
36185,"Pamela Lund ""ThatPamChick""",1,Don't buy this brand. Buy Huy Fong. It has a small portion of the sugar and sodium that Roland has. There's no way you're only going to eat one tsp of this. If you have 2 you're going to get more than an entire day's worth of sugar. Do yourself a favor and buy the real thing.
320392,Kitty Wildebloode,1,"This is basically undrinkable. I like the other V8 Fusion canned flavors such as Strawberry Banana, Pomegranate Blueberry, and Concord Grape Raspberry very much, and drink them consistently, but this is just abysmal. It's hard to describe the taste though, it's sweet, yet it still makes me want to gag. You can taste the peach mango too. I think that the taste factor might have more to do with the fact that this is 50% juice and 50 calories, while the other flavors are 100% juice and about 120 calories. This diet/energy version is like a watered down nasty version of the original."
240879,amazonreader23,1,"For a health product, why does this contain high fructose corn syrup ? The additive provides no value to a person and according to current research may actually be harmful. Benecol should offer it sugar free. If Coke & Pepsi can offer sugar free products, why can't Benecol ?"
244138,"Chef Tell ""Cooks Maven""",1,I found the tea to be bland.  Thank goodness the box can be reused for other teas in the future otherwise it would be quite expensive for the quality of tea in the box.
66771,"Comanche ""Comanche""",1,"Although I regularly purchase, Davinci Pumpkin Spice SAUCE, and will continue to do so; the syrup was a big dissapointment. To me it had very little flavor at all,much less pumpkin pie. I do not mean to down the brand, because I LOVE the SAUCE (pumpkin pie) from DaVinci. I wish I could get a refund on the syrup."
400953,"Thomas G. Meyer ""thomas meyer""",1,It just plain doesn't work.  Used it.  Raccoons went right over it!  Didn't phase them.  Time to take out the traps again.
341168,D. Figueroa,1,"I did read the reviews before I bought these, but I should have found them and tried them somewhere. I can't understand why people were gushing over how wonderful these were. The only bad review wasn't based on taste, so I felt secure in ordering them. My bad.<br /><br />Cotton candy is one of my favorite flavors, too. I adore it. I like cotton candy-flavored anything. Jelly beans, gum, Slurpees, you name it.<br /><br />Unfortunately, these taste nothing like cotton candy to me, not even remotelyk like it. They don't even taste like plain sugar. They aren't very sweet. There is pretty much no taste to them at all, except a faint chemical/cardboard flavor. These are the most vile-tasting lollipops I've ever tried. I barely got through the one I tried.<br /><br />I have a fairly acute palate and I cannot describe the flavor of these lollipops, but it's most definitely not cotton candy, not even close.  They're not even good enough to give away, in my opinion. They're THAT bad.<br /><br />If you have not tried these before, do not buy them without trying them first.<br /><br />I think that this is an item that you had to have grown up eating in order to like. It must be one of those guilty pleasure foods. I have them, we all do.<br /><br />Also, about 20% of them were badly broken. I know I could contact Amazon and ask for a refund, but I feel that this is mostly my fault this time for not having done due diligence before the purchase. Amazon is not at fault because the product tastes lousy."
480062,Fermin B,1,"im from M&eacute;xico so i love chipotle, and this mayo chipotle sucks, so don't buy it,  I can give you the ones that i bought..."
234145,Rose Glass,1,I bought this 24 box package from Amazon and I opened 2 boxes of the jiffy corn muffin mix and poured one into a bowl and it was full of live bugs this product is suppose to be good until 5/2012.
527079,Lola85,1,A new study found that baby formulas that had brown rice syrup  as the main ingredient had twenty times the legal limit of arsenic in them.<br />[...]
560900,Jessica2960,1,"You're dog may love them, but they are HORRIBLE for them.  Please love your dog enough to look into what the ingredients are and what is not good for your pet."
487471,"Lisa Caldwell ""book reviewer""",1,I bought the turkish delight and then I read the reviews saying the rose flavor is the worst flavor and It tasted like soap it sucks. But I havent tried any other turkish delight so I just recommend not buying this one.
62975,William R. Prater,1,"There is something in the jelly which makes it harden to the point it can't be spread on toast, just won't come off the knife."
